ITEM No.,DV NUMBER,SERIAL NUMBER,IN-HOUSE SERIAL NUMBER,Unnamed: 4,Unnamed: 5,REMARKS,DATE OF ISSUANCE,QR CODE LINK
7765,7765R,I2J3K-4L5M6-N7O8P-48164,2A3BF-FE696-812E9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_2A3BF-FE696-812E9.png
7766,7766R,I2J3K-4L5M6-N7O8P-4D948,EE502-EC1CB-722EC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EE502-EC1CB-722EC.png
7767,7767R,I2J3K-4L5M6-N7O8P-5312C,DBDA6-6EFD1-E26CA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DBDA6-6EFD1-E26CA.png
7768,7768R,I2J3K-4L5M6-N7O8P-59910,D2BFF-D5B2B-746A4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D2BFF-D5B2B-746A4.png
7769,7769R,I2J3K-4L5M6-N7O8P-5E0F4,09FA9-C6DEE-BB15C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_09FA9-C6DEE-BB15C.png
7770,7770R,I2J3K-4L5M6-N7O8P-638D8,FDCF9-622FF-AD95F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FDCF9-622FF-AD95F.png
7771,7771R,I2J3K-4L5M6-N7O8P-690BC,E5FEA-CCE6F-03FE1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E5FEA-CCE6F-03FE1.png
7772,7772R,I2J3K-4L5M6-N7O8P-6E8A0,3BF0C-6EFEE-EEC50,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3BF0C-6EFEE-EEC50.png
7773,7773R,I2J3K-4L5M6-N7O8P-74084,8BAAA-EDDEB-3AEDC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8BAAA-EDDEB-3AEDC.png
7774,7774R,I2J3K-4L5M6-N7O8P-79868,AFF9D-EBAD5-F46CB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AFF9D-EBAD5-F46CB.png
7775,7775R,I2J3K-4L5M6-N7O8P-7F04C,2CAE4-F1BCC-BC010,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_2CAE4-F1BCC-BC010.png
7776,7776R,I2J3K-4L5M6-N7O8P-84830,AE498-B8691-C1DEC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AE498-B8691-C1DEC.png
7777,7777R,I2J3K-4L5M6-N7O8P-8A014,EBA96-DF425-7DFEB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EBA96-DF425-7DFEB.png
7778,7778R,I2J3K-4L5M6-N7O8P-8F7F8,2D7D6-E245A-EACE6,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_2D7D6-E245A-EACE6.png
7779,7779R,I2J3K-4L5M6-N7O8P-94FDC,CFEF5-41982-ED393,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CFEF5-41982-ED393.png
7780,7780R,I2J3K-4L5M6-N7O8P-9A7C0,FAEEA-CDC1D-2C4E4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FAEEA-CDC1D-2C4E4.png
7781,7781R,I2J3K-4L5M6-N7O8P-9FFA4,FAB2E-FFBA2-C8EFE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FAB2E-FFBA2-C8EFE.png
7782,7782R,I2J3K-4L5M6-N7O8P-A5788,4BC53-DEDA5-F514D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_4BC53-DEDA5-F514D.png
7783,7783R,I2J3K-4L5M6-N7O8P-AAF6C,AF3B9-A4E2F-1DD1B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AF3B9-A4E2F-1DD1B.png
7784,7784R,I2J3K-4L5M6-N7O8P-B0750,ADB35-77DEE-243B3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_ADB35-77DEE-243B3.png
7785,7785R,I2J3K-4L5M6-N7O8P-B5F34,1A412-C01C5-ABB2A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_1A412-C01C5-ABB2A.png
7786,7786R,I2J3K-4L5M6-N7O8P-BB718,3F48C-DDA0C-B7F95,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3F48C-DDA0C-B7F95.png
7787,7787R,I2J3K-4L5M6-N7O8P-C0EFC,BDAED-52CED-6E4EF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BDAED-52CED-6E4EF.png
7788,7788R,I2J3K-4L5M6-N7O8P-C66E0,FB137-FE0CD-8A7FB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FB137-FE0CD-8A7FB.png
7789,7789R,I2J3K-4L5M6-N7O8P-CBEC4,AC2B1-ABAB5-CD0B6,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AC2B1-ABAB5-CD0B6.png
7790,7790R,I2J3K-4L5M6-N7O8P-D16A8,960EF-75218-C2ABD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_960EF-75218-C2ABD.png
7791,7791R,I2J3K-4L5M6-N7O8P-D6E8C,90999-108F0-4094A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_90999-108F0-4094A.png
7792,7792R,I2J3K-4L5M6-N7O8P-DC670,A8B3A-43A4C-ADC5C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A8B3A-43A4C-ADC5C.png
7793,7793R,I2J3K-4L5M6-N7O8P-E1E54,D4CFE-EFDAD-7ABEF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D4CFE-EFDAD-7ABEF.png
7794,7794R,I2J3K-4L5M6-N7O8P-E7638,AE3DC-EACB4-CA8A1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AE3DC-EACB4-CA8A1.png
7795,7795R,I2J3K-4L5M6-N7O8P-ECE1C,59B65-0EAAD-DCE1B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_59B65-0EAAD-DCE1B.png
7796,7796R,I2J3K-4L5M6-N7O8P-F2600,D0BF0-A7F6F-D7EF4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D0BF0-A7F6F-D7EF4.png
7797,7797R,I2J3K-4L5M6-N7O8P-F7DE4,98FDB-4FE3E-04E32,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_98FDB-4FE3E-04E32.png
7798,7798R,I2J3K-4L5M6-N7O8P-FD5C8,D3F0D-BACDC-EFF34,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D3F0D-BACDC-EFF34.png
7799,7799R,I2J3K-4L5M6-N7O8P-02DAC,FCD5F-4F64D-B4DC2,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FCD5F-4F64D-B4DC2.png
7800,7800R,I2J3K-4L5M6-N7O8P-08590,BD4DB-11D7A-BC3C9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BD4DB-11D7A-BC3C9.png
7801,7801R,Q9R1S-2T3U4-V5W6X-0DD74,F4B80-7607A-280FF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F4B80-7607A-280FF.png
7802,7802R,Q9R1S-2T3U4-V5W6X-13558,C9FA6-4F4EB-8F68D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C9FA6-4F4EB-8F68D.png
7803,7803R,Q9R1S-2T3U4-V5W6X-18D3C,D9D04-8BDB3-ADD5C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D9D04-8BDB3-ADD5C.png
7804,7804R,Q9R1S-2T3U4-V5W6X-1E520,D3E4D-CADD0-42B6E,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D3E4D-CADD0-42B6E.png
7805,7805R,Q9R1S-2T3U4-V5W6X-23D04,78958-2C4AD-F06AA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_78958-2C4AD-F06AA.png
7806,7806R,Q9R1S-2T3U4-V5W6X-294E8,5D7D2-D9EF9-BBDCD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_5D7D2-D9EF9-BBDCD.png
7807,7807R,Q9R1S-2T3U4-V5W6X-2ECCC,EBFCD-82EB5-8F09B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EBFCD-82EB5-8F09B.png
7808,7808R,Q9R1S-2T3U4-V5W6X-344B0,BDCF3-4A96A-7F68C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BDCF3-4A96A-7F68C.png
7809,7809R,Q9R1S-2T3U4-V5W6X-39C94,76E15-9D5FC-CF0FA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_76E15-9D5FC-CF0FA.png
7810,7810R,Q9R1S-2T3U4-V5W6X-3F478,8E19E-A354F-F5A31,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8E19E-A354F-F5A31.png
7811,7811R,Q9R1S-2T3U4-V5W6X-44C5C,FDF0D-1B4B6-DAE5C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FDF0D-1B4B6-DAE5C.png
7812,7812R,Q9R1S-2T3U4-V5W6X-4A440,CB5BA-0FECF-B074A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CB5BA-0FECF-B074A.png
7813,7813R,Q9R1S-2T3U4-V5W6X-4FC24,FE7D2-FCD3D-F9DDF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FE7D2-FCD3D-F9DDF.png
7814,7814R,Q9R1S-2T3U4-V5W6X-55408,F2A0E-A46B6-EE8C4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F2A0E-A46B6-EE8C4.png
7815,7815R,Q9R1S-2T3U4-V5W6X-5ABEC,0A57E-A805F-9DAFB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0A57E-A805F-9DAFB.png
7816,7816R,Q9R1S-2T3U4-V5W6X-603D0,E79A6-A1D63-FB2D4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E79A6-A1D63-FB2D4.png
7817,7817R,Q9R1S-2T3U4-V5W6X-65BB4,26496-F3594-9A8FD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_26496-F3594-9A8FD.png
7818,7818R,Q9R1S-2T3U4-V5W6X-6B398,C8706-9BFAB-F70A9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C8706-9BFAB-F70A9.png
7819,7819R,Q9R1S-2T3U4-V5W6X-70B7C,0A612-E740C-B4BAA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0A612-E740C-B4BAA.png
7820,7820R,Q9R1S-2T3U4-V5W6X-76360,FBB14-2DFCD-2CAB9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FBB14-2DFCD-2CAB9.png
7821,7821R,Q9R1S-2T3U4-V5W6X-7BB44,E5F13-69C1D-D3B2F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E5F13-69C1D-D3B2F.png
7822,7822R,Q9R1S-2T3U4-V5W6X-81328,BCF94-A9BAC-6DF8C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BCF94-A9BAC-6DF8C.png
7823,7823R,Q9R1S-2T3U4-V5W6X-86B0C,FAED5-0B1E9-FA3B4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FAED5-0B1E9-FA3B4.png
7824,7824R,Q9R1S-2T3U4-V5W6X-8C2F0,B9F41-DD0C1-7EDFD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B9F41-DD0C1-7EDFD.png
7825,7825R,Q9R1S-2T3U4-V5W6X-91AD4,B25AB-566DD-07EE7,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B25AB-566DD-07EE7.png
7826,7826R,Q9R1S-2T3U4-V5W6X-972B8,C2DDB-D19BB-A60CA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C2DDB-D19BB-A60CA.png
7827,7827R,Q9R1S-2T3U4-V5W6X-9CA9C,B930A-BE0EE-17DFF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B930A-BE0EE-17DFF.png
7828,7828R,Q9R1S-2T3U4-V5W6X-A2280,EE6AD-EB7EF-B4C33,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EE6AD-EB7EF-B4C33.png
7829,7829R,Q9R1S-2T3U4-V5W6X-A7A64,FF6FB-3E88F-341E3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FF6FB-3E88F-341E3.png
7830,7830R,Q9R1S-2T3U4-V5W6X-AD248,9732D-F65CC-F4D3F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9732D-F65CC-F4D3F.png
7831,7831R,Q9R1S-2T3U4-V5W6X-B2A2C,948BA-9081E-B4AF9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_948BA-9081E-B4AF9.png
7832,7832R,Q9R1S-2T3U4-V5W6X-BB210,DD3E8-63898-C0E0F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DD3E8-63898-C0E0F.png
7833,7833R,Q9R1S-2T3U4-V5W6X-BD9F4,3826F-F0ED4-E2CA5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3826F-F0ED4-E2CA5.png
7834,7834R,Q9R1S-2T3U4-V5W6X-C31D8,01DC4-1BB29-B2C10,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_01DC4-1BB29-B2C10.png
7835,7835R,Q9R1S-2T3U4-V5W6X-C89BC,346DC-6D5DF-9D2BE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_346DC-6D5DF-9D2BE.png
7836,7836R,Q9R1S-2T3U4-V5W6X-CE1A0,23FF9-2ADAE-4BB85,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_23FF9-2ADAE-4BB85.png
7837,7837R,Q9R1S-2T3U4-V5W6X-D3984,2E524-97DDC-DF2DB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_2E524-97DDC-DF2DB.png
7838,7838R,Q9R1S-2T3U4-V5W6X-D9168,BBFF2-BFBD0-CC6CB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BBFF2-BFBD0-CC6CB.png
7839,7839R,Q9R1S-2T3U4-V5W6X-DE94C,EE81D-DEB84-5DAC5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EE81D-DEB84-5DAC5.png
7840,7840R,Q9R1S-2T3U4-V5W6X-E4130,E1AD0-EF60B-DD888,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E1AD0-EF60B-DD888.png
7841,7841R,Q9R1S-2T3U4-V5W6X-E9914,96FAF-A7CAD-DBFDA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_96FAF-A7CAD-DBFDA.png
7842,7842R,Q9R1S-2T3U4-V5W6X-EF0F8,1CF28-4F6C2-EAFD5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_1CF28-4F6C2-EAFD5.png
7843,7843R,Q9R1S-2T3U4-V5W6X-F48DC,ECE99-C5EDA-28DB7,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_ECE99-C5EDA-28DB7.png
7844,7844R,Q9R1S-2T3U4-V5W6X-FA0C0,EC52E-ABF3E-693C2,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EC52E-ABF3E-693C2.png
7845,7845R,Q9R1S-2T3U4-V5W6X-FF8A4,6FEC9-FCF4F-D2EBF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6FEC9-FCF4F-D2EBF.png
7846,7846R,Q9R1S-2T3U4-V5W6X-05088,B1EEF-B748C-79382,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B1EEF-B748C-79382.png
7847,7847R,Q9R1S-2T3U4-V5W6X-0A86C,F8074-0942B-93245,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F8074-0942B-93245.png
7848,7848R,Q9R1S-2T3U4-V5W6X-10050,507E7-FDCA2-1DCE3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_507E7-FDCA2-1DCE3.png
7849,7849R,Q9R1S-2T3U4-V5W6X-15834,96B32-AFF7A-A1E4B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_96B32-AFF7A-A1E4B.png
7850,7850R,Q9R1S-2T3U4-V5W6X-1B018,92F9F-29BDF-11CBD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_92F9F-29BDF-11CBD.png
7851,7851R,Q9R1S-2T3U4-V5W6X-207FC,CC24D-29EEA-94C6A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CC24D-29EEA-94C6A.png
7852,7852R,Q9R1S-2T3U4-V5W6X-25FE0,99DA0-F0D1E-A49F1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_99DA0-F0D1E-A49F1.png
7853,7853R,Q9R1S-2T3U4-V5W6X-2B7C4,DC92A-4D5A3-CD0BA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DC92A-4D5A3-CD0BA.png
7854,7854R,Q9R1S-2T3U4-V5W6X-30FA8,BC3D4-D477E-0EFAF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BC3D4-D477E-0EFAF.png
7855,7855R,Q9R1S-2T3U4-V5W6X-3678C,A5AD4-EEC4B-0ABE6,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A5AD4-EEC4B-0ABE6.png
7856,7856R,Q9R1S-2T3U4-V5W6X-3BF70,CF095-C3CCB-1A50D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CF095-C3CCB-1A50D.png
7857,7857R,Q9R1S-2T3U4-V5W6X-41754,FB403-8EEF1-32AFB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FB403-8EEF1-32AFB.png
7858,7858R,Q9R1S-2T3U4-V5W6X-46F38,EC1CC-4B62C-31DA1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EC1CC-4B62C-31DA1.png
7859,7859R,Q9R1S-2T3U4-V5W6X-4C71C,C7E50-39C5D-EA28D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C7E50-39C5D-EA28D.png
7860,7860R,Q9R1S-2T3U4-V5W6X-51F00,FF5D3-A47E1-EDC6F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FF5D3-A47E1-EDC6F.png
7861,7861R,Q9R1S-2T3U4-V5W6X-576E4,E026B-E7628-A63F2,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E026B-E7628-A63F2.png
7862,7862R,Q9R1S-2T3U4-V5W6X-5CEC8,DD58A-A6C3E-F6AB3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DD58A-A6C3E-F6AB3.png
7863,7863R,Q9R1S-2T3U4-V5W6X-626AC,B67CF-BBA7A-3C6D3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B67CF-BBA7A-3C6D3.png
7864,7864R,Q9R1S-2T3U4-V5W6X-67E90,F3DC6-F4EEF-EA1C0,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F3DC6-F4EEF-EA1C0.png
7865,7865R,Q9R1S-2T3U4-V5W6X-6D674,FD99C-2CFAB-AF03B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FD99C-2CFAB-AF03B.png
7866,7866R,Q9R1S-2T3U4-V5W6X-72E58,233C7-DDCCE-DFFB1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_233C7-DDCCE-DFFB1.png
7867,7867R,Q9R1S-2T3U4-V5W6X-7863C,AAFDA-B2B36-6BE88,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AAFDA-B2B36-6BE88.png
7868,7868R,Q9R1S-2T3U4-V5W6X-7DE20,957B6-5BB5C-049B4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_957B6-5BB5C-049B4.png
7869,7869R,Q9R1S-2T3U4-V5W6X-83604,D1D12-23C51-E6D81,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D1D12-23C51-E6D81.png
7870,7870R,Q9R1S-2T3U4-V5W6X-88DE8,8C99A-4C241-EC890,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8C99A-4C241-EC890.png
7871,7871R,Q9R1S-2T3U4-V5W6X-8E5CC,848CA-997FF-0C6EC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_848CA-997FF-0C6EC.png
7872,7872R,Q9R1S-2T3U4-V5W6X-93DB0,7BCB3-BAE17-FCE4F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7BCB3-BAE17-FCE4F.png
7873,7873R,Q9R1S-2T3U4-V5W6X-99594,C52E4-A9729-EF7FE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C52E4-A9729-EF7FE.png
7874,7874R,Q9R1S-2T3U4-V5W6X-9ED78,DBBA7-ECBAE-2EFCC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DBBA7-ECBAE-2EFCC.png
7875,7875R,Q9R1S-2T3U4-V5W6X-A455C,AC435-D4C76-5E1DB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AC435-D4C76-5E1DB.png
7876,7876R,Q9R1S-2T3U4-V5W6X-A9D40,C024D-ED18E-1C231,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C024D-ED18E-1C231.png
7877,7877R,Q9R1S-2T3U4-V5W6X-AF524,D2E8C-EBCF3-DDAFE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D2E8C-EBCF3-DDAFE.png
7878,7878R,Q9R1S-2T3U4-V5W6X-B4D08,A46F8-CF76B-A4F2A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A46F8-CF76B-A4F2A.png
7879,7879R,Q9R1S-2T3U4-V5W6X-BA4EC,0C8A9-F64D3-7FA9A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0C8A9-F64D3-7FA9A.png
7880,7880R,Q9R1S-2T3U4-V5W6X-BFCD0,E34E3-0AB14-BDAAF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E34E3-0AB14-BDAAF.png
7881,7881R,Q9R1S-2T3U4-V5W6X-C54B4,BD2A0-BF1B8-B7EB0,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BD2A0-BF1B8-B7EB0.png
7882,7882R,Q9R1S-2T3U4-V5W6X-CAC98,DEBEF-E5F28-AB5C5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DEBEF-E5F28-AB5C5.png
7883,7883R,Q9R1S-2T3U4-V5W6X-D047C,AC3EA-79765-CA163,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AC3EA-79765-CA163.png
7884,7884R,Q9R1S-2T3U4-V5W6X-D5C60,9FDAA-031E9-74FC3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9FDAA-031E9-74FC3.png
7885,7885R,Q9R1S-2T3U4-V5W6X-DB444,9DFD0-CDAD8-8C787,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9DFD0-CDAD8-8C787.png
7886,7886R,Q9R1S-2T3U4-V5W6X-E0C28,C8BAA-AD83A-CFA2F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C8BAA-AD83A-CFA2F.png
7887,7887R,Q9R1S-2T3U4-V5W6X-E640C,A4AEE-CE4EF-4A2CE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A4AEE-CE4EF-4A2CE.png
7888,7888R,Q9R1S-2T3U4-V5W6X-EBBF0,DF9AA-0E55A-6DD11,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DF9AA-0E55A-6DD11.png
7889,7889R,Q9R1S-2T3U4-V5W6X-F13D4,F829B-36DBE-96EDA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F829B-36DBE-96EDA.png
7890,7890R,Q9R1S-2T3U4-V5W6X-F6BB8,F20FE-8D9ED-F2ACD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F20FE-8D9ED-F2ACD.png
7891,7891R,Q9R1S-2T3U4-V5W6X-FC39C,C2AAB-AC1AF-DAB54,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C2AAB-AC1AF-DAB54.png
7892,7892R,Q9R1S-2T3U4-V5W6X-01B80,D0640-BDF3C-2EF7C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D0640-BDF3C-2EF7C.png
7893,7893R,Q9R1S-2T3U4-V5W6X-07364,CB88D-99D1C-D4D50,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CB88D-99D1C-D4D50.png
7894,7894R,Q9R1S-2T3U4-V5W6X-0CB48,55B45-79F2B-F3ED3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_55B45-79F2B-F3ED3.png
7895,7895R,Q9R1S-2T3U4-V5W6X-1232C,A0E55-0E74A-DDFB3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A0E55-0E74A-DDFB3.png
7896,7896R,Q9R1S-2T3U4-V5W6X-17B10,8D8BB-CB6F2-BAA98,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8D8BB-CB6F2-BAA98.png
7897,7897R,Q9R1S-2T3U4-V5W6X-1D2F4,B18CC-30DE7-CAD2B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B18CC-30DE7-CAD2B.png
7898,7898R,Q9R1S-2T3U4-V5W6X-22AD8,CCFEF-B5D20-7BF3B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CCFEF-B5D20-7BF3B.png
7899,7899R,Q9R1S-2T3U4-V5W6X-282BC,6A6BC-DFA2A-F2859,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6A6BC-DFA2A-F2859.png
7900,7900R,Q9R1S-2T3U4-V5W6X-2DAA0,02F47-FEB37-BD4E4,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_02F47-FEB37-BD4E4.png
7901,7901R,Y7Z8A-9B1C2-D3E4F-33284,6945B-E1D8F-EA0C9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6945B-E1D8F-EA0C9.png
7902,7902R,Y7Z8A-9B1C2-D3E4F-38A68,CBBAC-4DCA0-CF04C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CBBAC-4DCA0-CF04C.png
7903,7903R,Y7Z8A-9B1C2-D3E4F-3E24C,EFDDE-5F1BF-1679E,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EFDDE-5F1BF-1679E.png
7904,7904R,Y7Z8A-9B1C2-D3E4F-43A30,7AB9E-BABCE-321B6,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7AB9E-BABCE-321B6.png
7905,7905R,Y7Z8A-9B1C2-D3E4F-49214,3D050-CF9CE-ABB9B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3D050-CF9CE-ABB9B.png
7906,7906R,Y7Z8A-9B1C2-D3E4F-4E9F8,CAE66-357F7-DD074,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CAE66-357F7-DD074.png
7907,7907R,Y7Z8A-9B1C2-D3E4F-541DC,DA01C-DA21A-DCC59,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DA01C-DA21A-DCC59.png
7908,7908R,Y7Z8A-9B1C2-D3E4F-599C0,A35BC-B689D-4EAB7,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A35BC-B689D-4EAB7.png
7909,7909R,Y7Z8A-9B1C2-D3E4F-5F1A4,50B5A-294EC-DBC1A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_50B5A-294EC-DBC1A.png
7910,7910R,Y7Z8A-9B1C2-D3E4F-64988,CFEEC-0FCE9-8896B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CFEEC-0FCE9-8896B.png
