ITEM No.,DV NUMBER,SERIAL NUMBER,IN-HOUSE SERIAL NUMBER,Unnamed: 4,Unnamed: 5,REMARKS
7781,7781R,I2J3K-4L5M6-N7O8P-9FFA4,6ED9E-3EF8C-E1790-63CFB,,,Good Condition
7782,7782R,I2J3K-4L5M6-N7O8P-A5788,35B1F-4EA4F-1BAF8-FF81F,,,Good Condition
7783,7783R,I2J3K-4L5M6-N7O8P-AAF6C,A3DBD-CBFAE-9FF43-FA3D5,,,Good Condition
7784,7784R,I2J3K-4L5M6-N7O8P-B0750,B3CBF-BB88C-D0CAF-AC9E6,,,Good Condition
7785,7785R,I2J3K-4L5M6-N7O8P-B5F34,0EBB5-8FFC0-4ABE2-C4711,,,Good Condition
7786,7786R,I2J3K-4L5M6-N7O8P-BB718,CC763-8ECED-2AA4D-5A8CB,,,Good Condition
7787,7787R,I2J3K-4L5M6-N7O8P-C0EFC,948DC-4F80D-EBF27-EAE4E,,,Good Condition
7788,7788R,I2J3K-4L5M6-N7O8P-C66E0,8AF79-7EF67-8FA98-FBB00,,,Good Condition
7789,7789R,I2J3K-4L5M6-N7O8P-CBEC4,FD9B4-FB6E6-BABEE-AE3DB,,,Good Condition
7790,7790R,I2J3K-4L5M6-N7O8P-D16A8,268E2-00E35-E43D6-3AAEB,,,Good Condition
7791,7791R,I2J3K-4L5M6-N7O8P-D6E8C,FED6D-FE8E5-6AB4D-0AC9E,,,Good Condition
7792,7792R,I2J3K-4L5M6-N7O8P-DC670,5DD3F-C9DEF-7FBC4-43EDD,,,Good Condition
7793,7793R,I2J3K-4L5M6-N7O8P-E1E54,EAF6A-0213F-DC296-64A6E,,,Good Condition
7794,7794R,I2J3K-4L5M6-N7O8P-E7638,FA3FC-6DFDE-7C00D-69CDE,,,Good Condition
7795,7795R,I2J3K-4L5M6-N7O8P-ECE1C,3E005-07DFA-F9E92-D4BAF,,,Good Condition
7796,7796R,I2J3K-4L5M6-N7O8P-F2600,F8E55-BCEE5-0A3FD-87D14,,,Good Condition
7797,7797R,I2J3K-4L5M6-N7O8P-F7DE4,FBDEC-3ADD0-9E0FE-1CDDA,,,Good Condition
7798,7798R,I2J3K-4L5M6-N7O8P-FD5C8,BD8BF-8DD93-20943-97739,,,Good Condition
7799,7799R,I2J3K-4L5M6-N7O8P-02DAC,ABD47-FC5A3-B06CE-E9DE1,,,Good Condition
7800,7800R,I2J3K-4L5M6-N7O8P-08590,76FF9-8EE7F-BE483-2BC52,,,Good Condition
7801,7801R,Q9R1S-2T3U4-V5W6X-0DD74,2B113-D5CAD-BEBD7-4F6E5,,,Good Condition
7802,7802R,Q9R1S-2T3U4-V5W6X-13558,1BBBF-DB52B-1EFBD-D78DC,,,Good Condition
7803,7803R,Q9R1S-2T3U4-V5W6X-18D3C,5BEB6-1DD2A-D47D2-BCDBE,,,Good Condition
7804,7804R,Q9R1S-2T3U4-V5W6X-1E520,185E8-D2E3E-BFB6D-44AF9,,,Good Condition
7805,7805R,Q9R1S-2T3U4-V5W6X-23D04,FBD2B-3A1D0-29A51-C654A,,,Good Condition
7806,7806R,Q9R1S-2T3U4-V5W6X-294E8,FAAF7-0F71C-AECF6-5BE7D,,,Good Condition
7807,7807R,Q9R1S-2T3U4-V5W6X-2ECCC,D94DF-6EF6C-C14BC-718E5,,,Good Condition
7808,7808R,Q9R1S-2T3U4-V5W6X-344B0,0F710-60B97-E0BCB-A2EE3,,,Good Condition
7809,7809R,Q9R1S-2T3U4-V5W6X-39C94,118ED-1C600-F4FBC-AC43B,,,Good Condition
7810,7810R,Q9R1S-2T3U4-V5W6X-3F478,78E74-A86B4-75B0E-E54EB,,,Good Condition
7811,7811R,Q9R1S-2T3U4-V5W6X-44C5C,DF0F2-EDD64-AB3BF-FFAC2,,,Good Condition
7812,7812R,Q9R1S-2T3U4-V5W6X-4A440,9A156-F6FAD-7DD73-BED63,,,Good Condition
7813,7813R,Q9R1S-2T3U4-V5W6X-4FC24,98318-E23D5-AACCF-CF0CF,,,Good Condition
7814,7814R,Q9R1S-2T3U4-V5W6X-55408,B0EF0-FAC3D-8FA98-A7C6B,,,Good Condition
7815,7815R,Q9R1S-2T3U4-V5W6X-5ABEC,EAFAF-FB7D8-0AE78-C4DE3,,,Good Condition
7816,7816R,Q9R1S-2T3U4-V5W6X-603D0,5DBDB-164BB-DBC57-8BC30,,,Good Condition
7817,7817R,Q9R1S-2T3U4-V5W6X-65BB4,535C6-929E1-C9CAE-BDA8A,,,Good Condition
7818,7818R,Q9R1S-2T3U4-V5W6X-6B398,646F2-591CD-37E4B-B7BCF,,,Good Condition
7819,7819R,Q9R1S-2T3U4-V5W6X-70B7C,CCF74-DE9F7-B7C06-DAFCF,,,Good Condition
7820,7820R,Q9R1S-2T3U4-V5W6X-76360,AF1B1-9AA86-F075C-7C887,,,Good Condition
7821,7821R,Q9R1S-2T3U4-V5W6X-7BB44,E86A6-0AFAF-61D68-B9F62,,,Good Condition
7822,7822R,Q9R1S-2T3U4-V5W6X-81328,4D099-2BE3C-3F46A-F8746,,,Good Condition
7823,7823R,Q9R1S-2T3U4-V5W6X-86B0C,F0C04-7DF29-3B16A-E6AAC,,,Good Condition
7824,7824R,Q9R1S-2T3U4-V5W6X-8C2F0,D1AAB-9EA24-DDD1C-44BCA,,,Good Condition
7825,7825R,Q9R1S-2T3U4-V5W6X-91AD4,EDBF5-BFAE0-DC88D-AFDA1,,,Good Condition
7826,7826R,Q9R1S-2T3U4-V5W6X-972B8,1A58E-DAF61-C8B86-DEDDB,,,Good Condition
7827,7827R,Q9R1S-2T3U4-V5W6X-9CA9C,A734F-1DDA5-8FBDB-D4DED,,,Good Condition
7828,7828R,Q9R1S-2T3U4-V5W6X-A2280,E703A-6C9C4-F4CFB-0A07B,,,Good Condition
7829,7829R,Q9R1S-2T3U4-V5W6X-A7A64,A730E-B6003-22BE4-AF5DE,,,Good Condition
7830,7830R,Q9R1S-2T3U4-V5W6X-AD248,5ECB3-375E8-EA4E6-082ED,,,Good Condition
7831,7831R,Q9R1S-2T3U4-V5W6X-B2A2C,B29E5-F52EF-EB6C3-7DFF1,,,Good Condition
7832,7832R,Q9R1S-2T3U4-V5W6X-BB210,7FCFF-E4D6F-92BC3-C8DFE,,,Good Condition
7833,7833R,Q9R1S-2T3U4-V5W6X-BD9F4,1598E-C21C9-D6399-FB37C,,,Good Condition
7834,7834R,Q9R1S-2T3U4-V5W6X-C31D8,FB8DC-D9F9A-E0B9C-F20A0,,,Good Condition
7835,7835R,Q9R1S-2T3U4-V5W6X-C89BC,65519-CA1F7-8D3B6-0A8DF,,,Good Condition
7836,7836R,Q9R1S-2T3U4-V5W6X-CE1A0,D4297-6B0DF-BA915-9FD14,,,Good Condition
7837,7837R,Q9R1S-2T3U4-V5W6X-D3984,DDEC0-F59BE-DAAD2-FFC34,,,Good Condition
7838,7838R,Q9R1S-2T3U4-V5W6X-D9168,DCC3C-A1F7D-FEBC9-C2BCE,,,Good Condition
7839,7839R,Q9R1S-2T3U4-V5W6X-DE94C,DD2CB-D2407-BEAEF-EAAE4,,,Good Condition
7840,7840R,Q9R1S-2T3U4-V5W6X-E4130,4E061-7B307-9D554-D6B7D,,,Good Condition
7841,7841R,Q9R1S-2T3U4-V5W6X-E9914,B961D-1AA1F-05692-FC7CF,,,Good Condition
7842,7842R,Q9R1S-2T3U4-V5W6X-EF0F8,EF4AE-CA45C-FCBCB-C2FAD,,,Good Condition
7843,7843R,Q9R1S-2T3U4-V5W6X-F48DC,1764A-3F26E-BEDFE-874CA,,,Good Condition
7844,7844R,Q9R1S-2T3U4-V5W6X-FA0C0,BED67-4EDCC-BDA7E-C6CBF,,,Good Condition
7845,7845R,Q9R1S-2T3U4-V5W6X-FF8A4,E70D3-4EBFE-C0238-1FBE8,,,Good Condition
7846,7846R,Q9R1S-2T3U4-V5W6X-05088,36845-A9356-ABE4A-FFEC8,,,Good Condition
7847,7847R,Q9R1S-2T3U4-V5W6X-0A86C,741EE-2DBF2-CED47-9E5D8,,,Good Condition
7848,7848R,Q9R1S-2T3U4-V5W6X-10050,0ABDC-F048D-EAA0A-B71D9,,,Good Condition
7849,7849R,Q9R1S-2T3U4-V5W6X-15834,CDC99-C8F38-BDFD3-86FED,,,Good Condition
7850,7850R,Q9R1S-2T3U4-V5W6X-1B018,C604F-15FFB-1B7E6-9AA69,,,Good Condition
7851,7851R,Q9R1S-2T3U4-V5W6X-207FC,77D9E-54DEF-8A05F-FDC3E,,,Good Condition
7852,7852R,Q9R1S-2T3U4-V5W6X-25FE0,C260E-9C7AA-B9E66-554DA,,,Good Condition
7853,7853R,Q9R1S-2T3U4-V5W6X-2B7C4,1FEDF-4EDF9-BF3F8-4DBCD,,,Good Condition
7854,7854R,Q9R1S-2T3U4-V5W6X-30FA8,E7DB4-CF6AB-CD677-57792,,,Good Condition
7855,7855R,Q9R1S-2T3U4-V5W6X-3678C,96FAD-8E024-A81AE-B03DE,,,Good Condition
7856,7856R,Q9R1S-2T3U4-V5W6X-3BF70,CCFBE-133B7-3BFCF-6B3DB,,,Good Condition
7857,7857R,Q9R1S-2T3U4-V5W6X-41754,F130E-6CF4D-336B2-949E7,,,Good Condition
7858,7858R,Q9R1S-2T3U4-V5W6X-46F38,DD42A-B161E-FA5BC-935CB,,,Good Condition
7859,7859R,Q9R1S-2T3U4-V5W6X-4C71C,AF71D-9C9D0-CAFFE-DC40F,,,Good Condition
7860,7860R,Q9R1S-2T3U4-V5W6X-51F00,78EC6-BAEC1-A0FDA-F97D2,,,Good Condition
7861,7861R,Q9R1S-2T3U4-V5W6X-576E4,4DAF6-FE9AF-F3FE7-BDCDC,,,Good Condition
7862,7862R,Q9R1S-2T3U4-V5W6X-5CEC8,BABE3-CED7D-F99C3-BA8AE,,,Good Condition
7863,7863R,Q9R1S-2T3U4-V5W6X-626AC,C8C2F-1C7C9-FE194-CD68A,,,Good Condition
7864,7864R,Q9R1S-2T3U4-V5W6X-67E90,58DF4-AAEA7-9ACA8-4F9FD,,,Good Condition
7865,7865R,Q9R1S-2T3U4-V5W6X-6D674,E68CC-B1BDF-DAB7E-FCE0F,,,Good Condition
7866,7866R,Q9R1S-2T3U4-V5W6X-72E58,12F31-F66EE-EE89E-40C65,,,Good Condition
7867,7867R,Q9R1S-2T3U4-V5W6X-7863C,7BCBE-A1ACC-B972A-AC7B9,,,Good Condition
7868,7868R,Q9R1S-2T3U4-V5W6X-7DE20,242E8-101F4-8F3F5-D78AE,,,Good Condition
7869,7869R,Q9R1S-2T3U4-V5W6X-83604,3A331-FE39E-CBCFC-BB21A,,,Good Condition
7870,7870R,Q9R1S-2T3U4-V5W6X-88DE8,CBED1-FF1AB-B43B0-AF83F,,,Good Condition
7871,7871R,Q9R1S-2T3U4-V5W6X-8E5CC,F0BB5-6ECBE-5AB9B-5ECE1,,,Good Condition
7872,7872R,Q9R1S-2T3U4-V5W6X-93DB0,CC3BF-DCDAA-6B88F-1FFD6,,,Good Condition
7873,7873R,Q9R1S-2T3U4-V5W6X-99594,65DD3-4FD31-3E7DE-70693,,,Good Condition
7874,7874R,Q9R1S-2T3U4-V5W6X-9ED78,312F6-2EEF0-276DE-CF3F2,,,Good Condition
7875,7875R,Q9R1S-2T3U4-V5W6X-A455C,4D46C-797AE-B1C03-05ABE,,,Good Condition
7876,7876R,Q9R1S-2T3U4-V5W6X-A9D40,B1A5D-DED91-A9DBB-88FDE,,,Good Condition
7877,7877R,Q9R1S-2T3U4-V5W6X-AF524,D1610-B2B5E-5F5CC-9A8FA,,,Good Condition
7878,7878R,Q9R1S-2T3U4-V5W6X-B4D08,C2BCC-4F11F-7DC4A-DFB0A,,,Good Condition
7879,7879R,Q9R1S-2T3U4-V5W6X-BA4EC,66DA4-CFD28-CDB66-AD7A0,,,Good Condition
7880,7880R,Q9R1S-2T3U4-V5W6X-BFCD0,BE7E8-BAA0E-E8D8C-06BF2,,,Good Condition
7881,7881R,Q9R1S-2T3U4-V5W6X-C54B4,F406C-0FFCC-0F9C3-FC417,,,Good Condition
7882,7882R,Q9R1S-2T3U4-V5W6X-CAC98,AB0BC-A17DB-B233D-CE1BB,,,Good Condition
7883,7883R,Q9R1S-2T3U4-V5W6X-D047C,DB82A-5FA21-5AD0A-AD63C,,,Good Condition
7884,7884R,Q9R1S-2T3U4-V5W6X-D5C60,BBEE0-E11AC-2B8AC-E3BCB,,,Good Condition
7885,7885R,Q9R1S-2T3U4-V5W6X-DB444,CEC45-AC427-DBDC8-FF7CA,,,Good Condition
7886,7886R,Q9R1S-2T3U4-V5W6X-E0C28,F1B78-1FCDA-CE88A-68AEE,,,Good Condition
7887,7887R,Q9R1S-2T3U4-V5W6X-E640C,2C5CD-36C6F-5FDEA-A6F0D,,,Good Condition
7888,7888R,Q9R1S-2T3U4-V5W6X-EBBF0,CCCEC-E70D2-F0DD1-2F772,,,Good Condition
7889,7889R,Q9R1S-2T3U4-V5W6X-F13D4,DFB1D-F6AAF-115DC-3BEA0,,,Good Condition
7890,7890R,Q9R1S-2T3U4-V5W6X-F6BB8,B9E9D-AA8A0-5C26E-E6A5F,,,Good Condition
7891,7891R,Q9R1S-2T3U4-V5W6X-FC39C,C041D-3E439-CEE57-9417D,,,Good Condition
7892,7892R,Q9R1S-2T3U4-V5W6X-01B80,A22D6-9EBC1-0DDDD-14686,,,Good Condition
7893,7893R,Q9R1S-2T3U4-V5W6X-07364,EB0A4-EA1FB-1A471-D8F26,,,Good Condition
7894,7894R,Q9R1S-2T3U4-V5W6X-0CB48,2959E-EB757-E4F3D-4FED3,,,Good Condition
7895,7895R,Q9R1S-2T3U4-V5W6X-1232C,A08EC-A1C17-E02EC-14BE5,,,Good Condition
7896,7896R,Q9R1S-2T3U4-V5W6X-17B10,DCF48-B7EE2-9192A-A8CBE,,,Good Condition
7897,7897R,Q9R1S-2T3U4-V5W6X-1D2F4,1CDB2-F4B80-EF096-CF19A,,,Good Condition
7898,7898R,Q9R1S-2T3U4-V5W6X-22AD8,F702C-5B5E5-D1A2A-7DFC8,,,Good Condition
7899,7899R,Q9R1S-2T3U4-V5W6X-282BC,7E175-B2EEC-90D9C-ADDF4,,,Good Condition
7900,7900R,Q9R1S-2T3U4-V5W6X-2DAA0,9948C-5DE29-5FAC0-63F93,,,Good Condition
7901,7901R,Y7Z8A-9B1C2-D3E4F-33284,1B1FA-6F3F1-CFB4C-89C84,,,Good Condition
7902,7902R,Y7Z8A-9B1C2-D3E4F-38A68,E2A15-C5AB5-82880-EFBFB,,,Good Condition
7903,7903R,Y7Z8A-9B1C2-D3E4F-3E24C,BFADD-CCC20-D9F6A-77CF9,,,Good Condition
7904,7904R,Y7Z8A-9B1C2-D3E4F-43A30,3BBE4-E189E-C7275-2A8E8,,,Good Condition
7905,7905R,Y7Z8A-9B1C2-D3E4F-49214,EBAAB-43FFF-DE865-973F5,,,Good Condition
7906,7906R,Y7Z8A-9B1C2-D3E4F-4E9F8,1E7AF-3CE98-3CCCC-CC4B8,,,Good Condition
7907,7907R,Y7Z8A-9B1C2-D3E4F-541DC,47DA5-B1DAC-9D8CC-AF479,,,Good Condition
7908,7908R,Y7Z8A-9B1C2-D3E4F-599C0,E239C-AB1FB-ED3D8-BE051,,,Good Condition
7909,7909R,Y7Z8A-9B1C2-D3E4F-5F1A4,01EE2-1E5AF-BEA1A-24B4A,,,Good Condition
7910,7910R,Y7Z8A-9B1C2-D3E4F-64988,9D0B1-CF6DE-0D483-B8301,,,Good Condition
7911,7911R,Y7Z8A-9B1C2-D3E4F-6A16C,C653D-AF02B-19037-AABCF,,,Good Condition
7912,7912R,Y7Z8A-9B1C2-D3E4F-6F950,BEDEC-8C9DD-2E015-AE25C,,,Good Condition
7913,7913R,Y7Z8A-9B1C2-D3E4F-75134,00BAF-01FE6-C3175-7FDAD,,,Good Condition
7914,7914R,Y7Z8A-9B1C2-D3E4F-7A918,29CCD-D69CA-5D1B6-FAEA5,,,Good Condition
7915,7915R,Y7Z8A-9B1C2-D3E4F-800FC,B5D72-D1FCB-FC8DE-BA10D,,,Good Condition
7916,7916R,Y7Z8A-9B1C2-D3E4F-858E0,D61EA-C72BB-06DF1-167BF,,,Good Condition
7917,7917R,Y7Z8A-9B1C2-D3E4F-8B0C4,AA0A4-C623E-2B6AA-FB8FB,,,Good Condition
7918,7918R,Y7Z8A-9B1C2-D3E4F-908A8,B3DAD-CA8B1-E6E68-80E14,,,Good Condition
7919,7919R,Y7Z8A-9B1C2-D3E4F-9608C,ECF4F-A6536-530DC-33BBE,,,Good Condition
7920,7920R,Y7Z8A-9B1C2-D3E4F-9B870,7CFEC-F1DF2-DAFD8-F8EAA,,,Good Condition
7921,7921R,Y7Z8A-9B1C2-D3E4F-A1054,FCE41-55FDC-6CEDE-72E6E,,,Good Condition
7922,7922R,Y7Z8A-9B1C2-D3E4F-A6838,F333E-3FF9C-D1CBC-01E3E,,,Good Condition
7923,7923R,Y7Z8A-9B1C2-D3E4F-AC01C,138A5-2285B-A79FF-EE0CA,,,Good Condition
7924,7924R,Y7Z8A-9B1C2-D3E4F-B1800,FFCAF-9208C-13EBF-C0742,,,Good Condition
7925,7925R,Y7Z8A-9B1C2-D3E4F-B6FE4,F9551-45E5E-BE92E-C41C7,,,Good Condition
7926,7926R,Y7Z8A-9B1C2-D3E4F-BC7C8,42C70-21A00-EBDB1-F92BB,,,Good Condition
7927,7927R,Y7Z8A-9B1C2-D3E4F-C1FAC,AF3C6-1AB3C-EBCF2-F5475,,,Good Condition
7928,7928R,Y7Z8A-9B1C2-D3E4F-C7790,D6A28-AAA77-73DDF-E1FEC,,,Good Condition
7929,7929R,Y7Z8A-9B1C2-D3E4F-CCF74,9DC76-1BA8E-2111D-6DED7,,,Good Condition
7930,7930R,Y7Z8A-9B1C2-D3E4F-D2758,D18BD-66BA8-CFEC5-0CDBA,,,Good Condition
7931,7931R,Y7Z8A-9B1C2-D3E4F-D7F3C,E1DC5-25BA6-FB06B-D23E5,,,Good Condition
7932,7932R,Y7Z8A-9B1C2-D3E4F-DD720,B9361-AF5AB-FDA9C-6CD16,,,Good Condition
7933,7933R,Y7Z8A-9B1C2-D3E4F-E2F04,83385-EEBA2-CDED1-CCDBD,,,Good Condition
7934,7934R,Y7Z8A-9B1C2-D3E4F-E86E8,46ACD-4654A-A77ED-9F4D5,,,Good Condition
7935,7935R,Y7Z8A-9B1C2-D3E4F-EDECC,BEFDF-08FAA-D2DCF-7FE9E,,,Good Condition
7936,7936R,Y7Z8A-9B1C2-D3E4F-F36B0,B3AFD-D1F5F-CFB81-1F1C2,,,Good Condition
7937,7937R,Y7Z8A-9B1C2-D3E4F-F8E94,FEFF5-DC1C0-AFE49-AE4FA,,,Good Condition
7938,7938R,Y7Z8A-9B1C2-D3E4F-FE678,FD6D3-B51AC-A1FF0-1D5A0,,,Good Condition
7939,7939R,Y7Z8A-9B1C2-D3E4F-03E5C,F8E4C-96D68-3BF2D-8C8DD,,,Good Condition
7940,7940R,Y7Z8A-9B1C2-D3E4F-09640,1CB70-370D9-FC2E9-C895D,,,Good Condition
7941,7941R,Y7Z8A-9B1C2-D3E4F-0EE24,F984E-FB4F4-D4F43-31160,,,Good Condition
7942,7942R,Y7Z8A-9B1C2-D3E4F-14608,01E3E-1D8FA-FD80E-39966,,,Good Condition
7943,7943R,Y7Z8A-9B1C2-D3E4F-19DEC,EEFE1-9B4A4-DEE43-C4BC2,,,Good Condition
7944,7944R,Y7Z8A-9B1C2-D3E4F-1F5D0,FEFB7-A79BC-318FA-BFC5A,,,Good Condition
7945,7945R,Y7Z8A-9B1C2-D3E4F-24DB4,BE8DF-FCEA5-9F8F4-BCE7A,,,Good Condition
7946,7946R,Y7Z8A-9B1C2-D3E4F-2A598,0AA96-D34D2-CBCD3-39DC1,,,Good Condition
7947,7947R,Y7Z8A-9B1C2-D3E4F-2FD7C,4BEB0-2A8D9-5793C-251BB,,,Good Condition
7948,7948R,Y7Z8A-9B1C2-D3E4F-35560,5A4F8-D6182-B8366-ED509,,,Good Condition
7949,7949R,Y7Z8A-9B1C2-D3E4F-3AD44,DFCAB-0C75C-AB380-6B1DB,,,Good Condition
7950,7950R,Y7Z8A-9B1C2-D3E4F-40528,ED36E-CADA5-38BDD-1A861,,,Good Condition
7951,7951R,Y7Z8A-9B1C2-D3E4F-45D0C,68A2D-ACFEC-9E43B-8A737,,,Good Condition
7952,7952R,Y7Z8A-9B1C2-D3E4F-4B4F0,5EACA-79867-6CD60-AB1AE,,,Good Condition
7953,7953R,Y7Z8A-9B1C2-D3E4F-50CD4,4F0D5-F2EA3-A4C5E-DF1E3,,,Good Condition
7954,7954R,Y7Z8A-9B1C2-D3E4F-564B8,7F1F0-D92A7-1163E-BBD11,,,Good Condition
7955,7955R,Y7Z8A-9B1C2-D3E4F-5BC9C,41C8D-EFFBC-D3EF2-ECE96,,,Good Condition
7956,7956R,Y7Z8A-9B1C2-D3E4F-61480,806B0-5D6CA-13CEC-B6364,,,Good Condition
7957,7957R,Y7Z8A-9B1C2-D3E4F-66C64,4F409-EE73C-EA08A-08E20,,,Good Condition
7958,7958R,Y7Z8A-9B1C2-D3E4F-6C448,E56C3-5F505-AA5EA-9B19F,,,Good Condition
7959,7959R,Y7Z8A-9B1C2-D3E4F-71C2C,6DC09-FEE5B-AECA1-A77D2,,,Good Condition
7960,7960R,Y7Z8A-9B1C2-D3E4F-77410,6CDA8-BED30-59392-ACD32,,,Good Condition
7961,7961R,Y7Z8A-9B1C2-D3E4F-7CBF4,DE4BE-CC9BE-7608B-0CE62,,,Good Condition
7962,7962R,Y7Z8A-9B1C2-D3E4F-823D8,2DDDE-8625F-1EDCB-CD55A,,,Good Condition
7963,7963R,Y7Z8A-9B1C2-D3E4F-87BBC,7B03B-FDDD9-D60B2-EACD1,,,Good Condition
7964,7964R,Y7Z8A-9B1C2-D3E4F-8D3A0,BA454-2F2AB-6382F-6C8C9,,,Good Condition
7965,7965R,Y7Z8A-9B1C2-D3E4F-92B84,BB5FD-BD4CB-2329A-C7A37,,,Good Condition
7966,7966R,Y7Z8A-9B1C2-D3E4F-98368,875FE-B947F-C923D-47BF1,,,Good Condition
7967,7967R,Y7Z8A-9B1C2-D3E4F-9DB4C,CBED5-DDCF1-0F747-9C9F4,,,Good Condition
7968,7968R,Y7Z8A-9B1C2-D3E4F-A3330,FD816-FDCA2-8487E-C8A90,,,Good Condition
7969,7969R,Y7Z8A-9B1C2-D3E4F-A8B14,AA1DA-5B64B-B1E5D-C8BE7,,,Good Condition
7970,7970R,Y7Z8A-9B1C2-D3E4F-AE2F8,1BAA6-ABAB7-AC3AD-F08AE,,,Good Condition
7971,7971R,Y7Z8A-9B1C2-D3E4F-B3ADC,BE1DC-DEC5F-7AB4A-187BE,,,Good Condition
7972,7972R,Y7Z8A-9B1C2-D3E4F-B92C0,BECF8-0AB19-BC36F-D3D29,,,Good Condition
7973,7973R,Y7Z8A-9B1C2-D3E4F-BEAA4,44ABF-DEFAE-4506B-EDAA2,,,Good Condition
7974,7974R,Y7Z8A-9B1C2-D3E4F-C4288,9DAEE-A1408-E30BF-EFDA3,,,Good Condition
7975,7975R,Y7Z8A-9B1C2-D3E4F-C9A6C,9BDBE-F5A5A-DDFDF-DC599,,,Good Condition
7976,7976R,Y7Z8A-9B1C2-D3E4F-CF250,FFABB-823FF-195AF-E96AB,,,Good Condition
7977,7977R,Y7Z8A-9B1C2-D3E4F-D4A34,22BBF-7B736-C8DED-23DAE,,,Good Condition
7978,7978R,Y7Z8A-9B1C2-D3E4F-DA218,EB3C1-6BEAC-D00A9-CFB23,,,Good Condition
7979,7979R,Y7Z8A-9B1C2-D3E4F-DF9FC,EE3CE-4DDDD-DFD74-3D6DC,,,Good Condition
7980,7980R,Y7Z8A-9B1C2-D3E4F-E51E0,8E25C-9C4CD-0CDA2-36AEE,,,Good Condition
7981,7981R,Y7Z8A-9B1C2-D3E4F-EA9C4,EC7AD-1091C-BFC58-BC0AE,,,Good Condition
7982,7982R,Y7Z8A-9B1C2-D3E4F-F01A8,F5D70-56C1D-6ACDA-D0C41,,,Good Condition
7983,7983R,Y7Z8A-9B1C2-D3E4F-F598C,2DCD9-B9D4A-59BA9-25C0D,,,Good Condition
7984,7984R,Y7Z8A-9B1C2-D3E4F-FB170,616F3-DD9CF-AD124-2F7A0,,,Good Condition
7985,7985R,Y7Z8A-9B1C2-D3E4F-00954,B3EBE-19827-DD0A5-F580B,,,Good Condition
7986,7986R,Y7Z8A-9B1C2-D3E4F-06138,BADF1-C2DAF-C091F-4EEAA,,,Good Condition
7987,7987R,Y7Z8A-9B1C2-D3E4F-0B91C,F6C9C-A8C53-C82DF-D727F,,,Good Condition
7988,7988R,Y7Z8A-9B1C2-D3E4F-11100,F6FBE-FEBA6-18EA7-1A42D,,,Good Condition
7989,7989R,Y7Z8A-9B1C2-D3E4F-168E4,FACD8-6BC8A-29C3E-B7BFD,,,Good Condition
7990,7990R,Y7Z8A-9B1C2-D3E4F-1C0C8,3AEF5-8F4FB-3AE64-DAF67,,,Good Condition
7991,7991R,Y7Z8A-9B1C2-D3E4F-318AC,DCAA2-04EAA-1BBD0-3EE2A,,,Good Condition
7992,7992R,Y7Z8A-9B1C2-D3E4F-27090,DAE58-D2F42-ED9AF-C4170,,,Good Condition
7993,7993R,Y7Z8A-9B1C2-D3E4F-2C874,8E48B-6DF25-F23BC-AEED4,,,Good Condition
7994,7994R,Y7Z8A-9B1C2-D3E4F-32058,C5087-8C653-3FE3D-D5FA5,,,Good Condition
7995,7995R,Y7Z8A-9B1C2-D3E4F-3783C,B215B-30EBB-CFCAA-21B53,,,Good Condition
7996,7996R,Y7Z8A-9B1C2-D3E4F-3D020,A95A1-03E48-EDF5A-619D4,,,Good Condition
7997,7997R,Y7Z8A-9B1C2-D3E4F-42804,31ACB-99B95-55EC7-8AB64,,,Good Condition
7998,7998R,Y7Z8A-9B1C2-D3E4F-47FE8,CFAAB-77CC6-D1EF6-FBBA3,,,Good Condition
7999,7999R,Y7Z8A-9B1C2-D3E4F-4D7CC,B4CAF-307DE-165A9-00AC4,,,Good Condition
8000,8000R,Y7Z8A-9B1C2-D3E4F-52FB0,BEFCE-7A404-FC81B-CEE1A,,,Good Condition
8001,8001R,G5H6I-7J8K9-L1M2N-58794,0B21C-BD2EC-72A47-F5F6F,,,Good Condition
8002,8002R,G5H6I-7J8K9-L1M2N-5DF78,BD76C-07166-DFE9C-4DD44,,,Good Condition
8003,8003R,G5H6I-7J8K9-L1M2N-6375C,97C91-CABED-3DED6-5861F,,,Good Condition
8004,8004R,G5H6I-7J8K9-L1M2N-68F40,A8EC2-D729A-56FCE-64DBA,,,Good Condition
8005,8005R,G5H6I-7J8K9-L1M2N-6E724,BECB7-E2EE8-3CF58-A7E61,,,Good Condition
8006,8006R,G5H6I-7J8K9-L1M2N-73F08,70E2B-F54D0-92ED8-F2E6F,,,Good Condition
8007,8007R,G5H6I-7J8K9-L1M2N-796EC,B0FCE-2DD06-6EAEE-CBF0B,,,Good Condition
8008,8008R,G5H6I-7J8K9-L1M2N-7EED0,C0EAC-9EB57-E6CB2-88FC4,,,Good Condition
8009,8009R,G5H6I-7J8K9-L1M2N-846B4,CFD3C-CCFF6-B0DFA-3A93B,,,Good Condition
8010,8010R,G5H6I-7J8K9-L1M2N-89E98,8BB1B-C1CB8-086F0-B561C,,,Good Condition
8011,8011R,G5H6I-7J8K9-L1M2N-8F67C,D3DDD-06C58-6750B-8AFFF,,,Good Condition
8012,8012R,G5H6I-7J8K9-L1M2N-94E60,F95EB-1DEC7-D3D52-81FAD,,,Good Condition
8013,8013R,G5H6I-7J8K9-L1M2N-9A644,B656C-DC58D-13A3E-1E872,,,Good Condition
